BPL.BLD.ID,1.2,2.1,2.3,2.4,2.5,3.1,3.2,3.4,3.5,3.6,4.1,4.2,4.3,4.5,4.6,4.7,4.8,5.1,5.3,5.4,5.5,5.6,6.1,6.2,7.1,7.2,7.3,8.1,8.2,8.3,8.4,8.5,Age,Experience
1198,Daily,Never,Daily,Never,Seasonally,Daily,Never,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Daily,Weekly,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1199,Daily,Never,Never,Never,Never,Never,Never,Never,Daily,Seasonally,Not Applicable,Daily,Never,Never,Daily,Never,Seasonally,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,15-20Y
1200,Daily,Weekly,Monthly,Monthly,Weekly,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Monthly,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,55+,15-20Y
1202,Never,Not Applicable,Daily,Never,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Not Applicable,Monthly,Daily,Daily,Daily,Never,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1203,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Monthly,Daily,Monthly,Daily,Daily,Monthly,Daily,Monthly,Daily,Daily,Daily,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1204,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Weekly,Never,Never,Never,Seasonally,Never,Seasonally,Never,Seasonally,Monthly,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Daily,Daily,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1205,Not Applicable,Never,Never,Never,Never,Never,Never,Never,Never,Annually,Not Applicable,Daily,Daily,Never,Monthly,Monthly,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Never,Never,Not Applicable,Annually,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1206,Daily,Daily,Daily,Never,Daily,Daily,Daily,Never,Daily,Monthly,Not Applicable,Weekly,Never,Daily,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,Daily,Never,Never,Not Applicable,Daily,45-54,20+Y
1207,Daily,Monthly,Never,Never,Monthly,Daily,Daily,Never,Never,Never,Never,Daily,Daily,Daily,Monthly,Never,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Never,Never,Never,Never,Never,Daily,Never,Never,Never,Never,35-40,15-20Y
1209,Daily,Daily,Never,Never,Not Applicable,Daily,Never,Never,Never,Weekly,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Not Applicable,Never,Never,Never,Daily,Never,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1213,Weekly,Not Applicable,Daily,Never,Daily,Daily,Never,Never,Daily,Daily,Never,Not Applicable,Daily,Never,Daily,Daily,Daily,Daily,Daily,Never,Never,Not Applicable,Never,Never,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1214,Daily,Never,Never,Never,Seasonally,Never,Never,Never,Daily,Seasonally,Never,Never,Never,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,35-40,15-20Y
1216,Daily,Daily,Daily,Seasonally,Seasonally,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1217,Daily,Daily,Daily,Never,Daily,Daily,Never,Never,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Seasonally,Daily,Daily,Never,Never,Never,Monthly,Never,No understanding,Not Applicable,Monthly,55+,20+Y
1218,Daily,Weekly,Daily,Never,Never,Weekly,Never,Never,Weekly,Daily,Never,Weekly,Monthly,Monthly,Daily,Weekly,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1220,Weekly,Never,Monthly,Never,Never,Weekly,Weekly,Daily,Daily,Monthly,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Never,Daily,Weekly,Never,Never,Never,Never,Never,Never,Never,45-54,20+Y
1221,Daily,Daily,Seasonally,Never,Annually,Seasonally,Seasonally,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1223,Daily,Not Applicable,Never,Never,Never,Not Applicable,Never,Never,Never,Daily,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Weekly,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1224,Daily,Daily,Weekly,Weekly,Weekly,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Weekly,Weekly,Weekly,Weekly,Weekly,35-40,15-20Y
1225,Monthly,Weekly,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Daily,Daily,Never,Annually,Never,Annually,Daily,Daily,Monthly,Daily,Seasonally,Annually,Never,Monthly,Monthly,Monthly,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Daily,Seasonally,55+,15-20Y
1226,Daily,Daily,Weekly,Weekly,Seasonally,Not Applicable,Not Applicable,Daily,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Weekly,Daily,Daily,Daily,Not Applicable,Daily,Daily,Seasonally,Seasonally,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1227,Daily,Never,Weekly,Never,Seasonally,Daily,Never,Never,Daily,Never,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Weekly,Daily,Never,Monthly,Daily,Never,Never,No understanding,Never,55+,20+Y
1228,Weekly,Weekly,Monthly,Never,Monthly,Seasonally,Never,Never,Daily,Monthly,Never,Not Applicable,Not Applicable,Not Applicable,Weekly,Weekly,Weekly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Weekly,Never,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,35-40,20+Y
1231,Not Applicable,Annually,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Daily,Daily,Daily,Daily,Never,Seasonally,Daily,Not Applicable,Daily,Not Applicable,Not Applicable,Seasonally,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Never,Never,45-54,10-15Y
1233,Daily,Daily,Seasonally,Never,Seasonally,Seasonally,Never,Never,Daily,Seasonally,Never,Daily,Daily,Never,Monthly,Daily,Never,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Never,Never,Daily,Never,Daily,Never,Never,55+,20+Y
1234,Daily,Never,Weekly,Never,Never,Daily,Never,Never,Daily,Daily,Not Applicable,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Seasonally,Daily,Daily,Daily,Never,Never,Daily,Never,Never,Never,Never,45-54,20+Y
1235,Daily,Never,Never,Never,Never,Daily,Never,Never,Daily,Daily,Daily,Seasonally,Never,Seasonally,Seasonally,Never,Seasonally,Daily,Seasonally,Never,Never,Never,Daily,Daily,Never,Never,Never,Never,Never,Never,Never,Never,55+,15-20Y
1237,Daily,Annually,Annually,Annually,Annually,Weekly,Weekly,Never,Daily,Annually,Annually,Never,Never,Never,Seasonally,Seasonally,Seasonally,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Never,Annually,Daily,Daily,No understanding,Annually,Annually,45-54,20+Y
1238,Daily,Daily,Seasonally,Not applicable,Weekly,Seasonally,Seasonally,Daily,Daily,Annually,Daily,Not applicable,Not applicable,Not applicable,Monthly,Monthly,Not applicable,Daily,Mulitple answer,Daily,Daily,Not applicable,Daily,Mulitple answer,Not applicable,Not applicable,Not applicable,Daily,Daily,Not applicable,Not applicable,Seasonally,55+,20+Y
1239,Never,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Never,Never,Annually,Never,Never,Never,Never,Seasonally,Seasonally,Seasonally,Daily,Not Applicable,Not Applicable,Not Applicable,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1240,Daily,Never,Annually,Never,Annually,Daily,Never,Never,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Monthly,Weekly,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,45-54,10-15Y
1241,Weekly,Daily,Seasonally,Seasonally,Seasonally,Seasonally,Never,Weekly,Daily,Monthly,Not Applicable,Daily,Daily,Daily,Seasonally,Daily,Annually,Daily,Daily,Daily,Daily,Annually,Daily,Daily,Daily,Daily,Seasonally,Daily,Never,Never,Never,Never,45-54,10-15Y
1242,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1243,Daily,Seasonally,Seasonally,Never,Seasonally,Seasonally,Not Applicable,Never,Seasonally,Seasonally,Not Applicable,Not Applicable,Daily,Not Applicable,Daily,Daily,Weekly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Seasonally,Daily,Never,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1245,Monthly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Daily,Daily,Daily,Daily,Never,Never,Daily,Monthly,Monthly,Not Applicable,Not Applicable,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,35-40,10-15Y
1246,Daily,Weekly,Weekly,Never,Annually,Never,Never,Never,Daily,Never,Never,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,55+,20+Y
1247,Daily,Daily,Weekly,Weekly,Weekly,Daily,Never,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Daily,Daily,Daily,Daily,Daily,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,55+,10-15Y
1248,Daily,Never,Never,Never,Never,Never,Never,Never,Daily,Seasonally,Never,Not Applicable,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1249,Weekly,Daily,Daily,Never,Never,Daily,Never,Never,Daily,Monthly,Seasonally,Daily,Daily,Daily,Daily,Weekly,Seasonally,Daily,Daily,Daily,Daily,Monthly,Daily,Never,Daily,Never,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,55+,20+Y
1250,Daily,Never,Seasonally,Never,Annually,Seasonally,Not Applicable,Never,Seasonally,Seasonally,Annually,Annually,Never,Never,Seasonally,Never,Seasonally,Not Applicable,Never,Never,Never,Not Applicable,Daily,Daily,Never,Never,Never,Monthly,Never,Never,Never,Never,45-54,10-15Y
1254,Daily,Daily,Never,Never,Seasonally,Seasonally,Never,Seasonally,Daily,Weekly,Never,Weekly,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Monthly,Daily,Not Applicable,Not Applicable,Not Applicable,Weekly,Weekly,Weekly,Never,Never,Weekly,Never,Monthly,Never,Never,55+,15-20Y
1255,Daily,Daily,Never,Never,Never,Daily,Never,Never,Daily,Seasonally,Never,Daily,Never,Daily,Monthly,Never,Never,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Daily,Never,Daily,Not Applicable,Never,55+,20+Y
1256,Daily,Weekly,Weekly,Never,Monthly,Monthly,Never,Never,Weekly,Seasonally,Daily,Weekly,Daily,Weekly,Daily,Daily,Weekly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Weekly,Daily,Never,Never,Daily,Never,Never,Never,Never,35-40,10-15Y
1258,Monthly,Weekly,Daily,Never,Monthly,Daily,Never,Never,Daily,Daily,Daily,Daily,Never,Daily,Daily,Never,Daily,Never,Daily,Never,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Daily,Daily,Daily,45-54,20+Y
1259,Weekly,Daily,Daily,Never,Seasonally,Seasonally,Seasonally,Never,Daily,Seasonally,Seasonally,Not Applicable,Never,Not Applicable,Weekly,Never,Seasonally,Daily,Daily,Not Applicable,Never,Seasonally,Daily,Daily,Daily,Never,Seasonally,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1263,Daily,Daily,Daily,Never,Weekly,Never,Never,Never,Daily,Weekly,Daily,Daily,Never,Weekly,Daily,Never,Daily,Daily,Daily,Never,Never,Never,Never,Daily,Daily,Never,Daily,Weekly,Never,Never,Never,Never,45-54,10-15Y
1265,Daily,Daily,Never,Never,Seasonally,Not Applicable,Never,Never,Daily,Daily,Not Applicable,Not Applicable,Never,Daily,Daily,Never,Daily,Daily,Daily,Never,Not Applicable,Not Applicable,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,55+,5-10Y
1266,Monthly,Weekly,Weekly,Never,Seasonally,Weekly,Never,Never,Daily,Weekly,Never,Monthly,Never,Never,Weekly,Never,Seasonally,Daily,Daily,Never,never,Never,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Daily,45-54,20+Y
1267,Daily,Never,Monthly,Never,Seasonally,Daily,Daily,Never,Daily,Weekly,Not Applicable,Daily,Not Applicable,Not Applicable,Monthly,Never,Monthly,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Never,Never,55+,20+Y
1268,Daily,Daily,Daily,Never,Never,Not Applicable,Not Applicable,Never,Daily,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Monthly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,5-10Y
1269,Monthly,Daily,Never,Never,Monthly,Never,Never,Never,Never,Daily,Never,Never,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Weekly,Daily,Daily,Never,Never,Never,Daily,Never,Not Applicable,Not Applicable,Not Applicable,35-40,10-15Y
1271,Daily,Not Applicable,Daily,Not Applicable,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1276,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No understanding,No understanding,No understanding,No understanding,No understanding,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,No understanding,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,No understanding,No understanding,No understanding,No understanding,Weekly,No understanding,Not Applicable,Not Applicable,No understanding,45-54,15-20Y
1277,Daily,Daily,Daily,Never,Weekly,Never,Never,Never,Daily,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Daily,Daily,Daily,Never,Never,Daily,Never,Never,Never,Never,45-54,20+Y
1278,Daily,Never,Daily,Never,Daily,Weekly,Never,Never,Daily,Weekly,Never,Daily,Never,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Never,Seasonally,Never,Daily,Daily,Never,Daily,Daily,Never,Never,Not Applicable,Never,35-40,20+Y
1279,Daily,Monthly,Daily,Never,Monthly,Daily,Never,Never,Daily,Daily,Never,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Daily,Never,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1282,Daily,Daily,Weekly,Never,Seasonally,Daily,Daily,Never,Daily,Monthly,Never,Never,Never,Never,Daily,Monthly,Monthly,Daily,Daily,Never,Never,Not Applicable,Daily,Weekly,Never,Never,Daily,Never,Never,Never,Weekly,Never,45-54,10-15Y
1284,Daily,Daily,Daily,Daily,Weekly,Daily,Weekly,Daily,Daily,Weekly,Weekly,Daily,Weekly,Weekly,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Monthly,Daily,Weekly,Not Applicable,Not Applicable,Not Applicable,45-54,5-10Y
1285,Daily,Never,Weekly,Weekly,Monthly,Seasonally,Never,Never,Daily,Monthly,Never,Monthly,Never,Never,Monthly,Never,Monthly,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Daily,Monthly,Monthly,Never,Never,Weekly,Never,Never,Not Applicable,Never,35-40,10-15Y
1286,Daily,Daily,Never,Never,Seasonally,Weekly,Never,Never,Daily,Daily,Never,Never,Never,Daily,Daily,Never,Never,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Never,Never,Never,Never,Never,Daily,Never,Never,Never,Never,45-54,5-10Y
1287,Weekly,Never,Monthly,Never,Seasonally,Not Applicable,Never,Never,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Weekly,Daily,Never,Never,Never,Never,35-40,15-20Y
1289,Daily,Daily,Daily,Never,Monthly,Weekly,Never,Never,Daily,Daily,Never,Not Applicable,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Monthly,Monthly,Weekly,Monthly,Never,Daily,Daily,Never,45-54,20+Y
1293,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Weekly,Never,Never,Never,Seasonally,Not Applicable,Never,Never,Never,Seasonally,Never,Seasonally,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Not Applicable,Never,Never,Never,Daily,Never,Daily,Daily,Daily,55+,20+Y
1297,Daily,Weekly,Seasonally,Never,Seasonally,Weekly,Never,Never,Daily,Weekly,Not Applicable,Daily,Never,Weekly,Weekly,Never,Seasonally,Daily,Weekly,Weekly,Never,Seasonally,Daily,Daily,Daily,Never,Never,Daily,Never,Never,Never,Never,45-54,20+Y
1299,Daily,Never,Daily,Never,Seasonally,Daily,Never,Never,Daily,Daily,Never,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Daily,Daily,Daily,Seasonally,Daily,Never,Never,Never,Never,Never,Never,Never,Not Applicable,Never,45-54,20+Y
1300,Weekly,Not Applicable,Seasonally,Never,Seasonally,Daily,Never,Never,Daily,Weekly,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Daily,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1301,Daily,Daily,Seasonally,Seasonally,Seasonally,Not Applicable,Not Applicable,Not Applicable,Daily,Monthly,Seasonally,Daily,Daily,Not Applicable,Daily,Daily,Daily,Daily,Not Applicable,Daily,Daily,Seasonally,Daily,Daily,Daily,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1304,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Not Applicable,Not Applicable,Never,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,25-34,10-15Y
1305,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Never,Daily,Monthly,Not Applicable,Daily,Never,Daily,Weekly,Never,Weekly,Not Applicable,Not Applicable,Daily,Never,Weekly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Daily,Not Applicable,Not Applicable,35-40,5-10Y
1308,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No understanding,No understanding,Never,Weekly,Never,Never,Never,Never,Weekly,Weekly,Never,Weekly,Not Applicable,Not Applicable,Never,Never,Monthly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Daily,45-54,15-20Y
1310,Monthly,Seasonally,Seasonally,Never,Seasonally,Not Applicable,Seasonally,Never,Seasonally,Seasonally,Never,Daily,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Daily,Not Applicable,Daily,Not Applicable,Monthly,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1311,Daily,No understanding,Weekly,Never,Never,Daily,Never,Never,No understanding,Daily,Never,Daily,Daily,Not Applicable,Daily,Daily,Seasonally,Daily,Seasonally,Daily,Daily,Not Applicable,Daily,Not Applicable,Daily,Daily,Weekly,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,20+Y
1312,Daily,Not applicable,Monthly,Not applicable,Not applicable,Seasonally,Not applicable,NR,Daily,Seasonally,Weekly,Daily,Daily,Not applicable,Daily,Daily,Monthly,Daily,Not applicable,Daily,Daily,Weekly,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Daily,Not applicable,Not applicable,Not applicable,Not applicable,55+,20+Y
1313,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Monthly,Not Applicable,Never,Daily,Daily,Daily,Daily,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Never,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Never,45-54,15-20Y
1314,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Seasonally,Monthly,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Seasonally,Daily,Not Applicable,Not Applicable,Daily,Seasonally,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Seasonally,Seasonally,Never,Seasonally,45-54,20+Y
1316,Daily,Daily,Daily,Daily,Seasonally,Seasonally,Daily,Daily,Daily,Weekly,Not Applicable,Daily,Daily,Monthly,Monthly,Daily,Monthly,Daily,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Seasonally,Daily,Daily,Weekly,Not Applicable,Not Applicable,55+,20+Y
1318,Daily,Daily,Daily,Never,Weekly,Never,Never,Never,Daily,Weekly,Never,Daily,Daily,Daily,Monthly,Daily,Weekly,Daily,Daily,Daily,Daily,Never,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,55+,20+Y
1320,Monthly,Daily,Monthly,Not Applicable,Seasonally,Not Applicable,Not Applicable,Not Applicable,Daily,Not Applicable,Seasonally,Daily,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Not Applicable,Seasonally,Not Applicable,Daily,Daily,Daily,Not Applicable,Not Applicable,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1321,Daily,Daily,Monthly,Never,Monthly,Seasonally,Seasonally,Never,Never,Seasonally,Monthly,Seasonally,Seasonally,Seasonally,Daily,Daily,Daily,Daily,Daily,Never,Not Applicable,Not Applicable,Daily,Daily,Daily,Never,Never,Daily,Daily,Never,Daily,Daily,55+,15-20Y
1322,Daily,Never,Weekly,Weekly,Monthly,Daily,Never,Never,Daily,Monthly,Monthly,Daily,Daily,Weekly,Daily,Daily,Weekly,Daily,Daily,Weekly,Weekly,Never,Daily,Daily,Weekly,Weekly,Seasonally,Daily,Daily,Monthly,Monthly,Not Applicable,45-54,15-20Y
1323,Daily,Daily,Seasonally,Seasonally,Seasonally,Not Applicable,Seasonally,Never,Annually,Seasonally,Not Applicable,Daily,Daily,Daily,Monthly,Daily,Daily,Daily,Daily,Seasonally,Not Applicable,Seasonally,Annually,Weekly,Never,Never,Never,Never,Never,Never,Never,Never,55+,15-20Y
1324,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,Daily,Daily,Never,Never,Never,Never,Daily,Never,Daily,Not Applicable,Not Applicable,Weekly,Never,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Daily,Never,Never,No understanding,No understanding,45-54,5-10Y
1325,Daily,Monthly,Daily,Daily,Seasonally,Daily,Daily,Never,Daily,Daily,Never,Seasonally,Never,Seasonally,Daily,Never,Daily,Daily,Never,Not Applicable,Seasonally,Never,Never,Daily,Daily,Never,Never,Daily,Never,Daily,Daily,Daily,55+,15-20Y
1327,Monthly,Daily,Monthly,Never,Monthly,Daily,Monthly,Never,Daily,Seasonally,Never,Daily,Never,Daily,Daily,Never,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,45-54,15-20Y
1328,Monthly,Never,Daily,Never,Seasonally,Not Applicable,Not Applicable,Never,Never,Seasonally,Never,Daily,Daily,Never,Daily,Daily,Seasonally,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Never,Never,Not Applicable,Daily,Never,Not Applicable,Not Applicable,Not Applicable,55+,5-10Y
1329,Daily,Daily,Never,Never,Annually,Seasonally,Never,Never,Never,Seasonally,Never,Never,Never,Never,Seasonally,Never,Seasonally,Daily,Daily,Not Applicable,Not Applicable,Not Applicable,Daily,Daily,Daily,Daily,Monthly,Daily,Never,Never,Never,Never,45-54,10-15Y
1330,Daily,Daily,Seasonally,Seasonally,Seasonally,Never,Never,Daily,Never,Never,Daily,Daily,Never,Never,Daily,Never,Never,Daily,Daily,Daily,Never,Not Applicable,Never,Never,Daily,Never,Never,Daily,Never,Never,Never,Never,45-54,10-15Y
